source,year,name,lastname,firstname,middlename,nationality,edu,prof,org,loc,country,lon,lat
ama,1907,aldridge walter h,aldridge,walter,h,,,,canadian pacific railway,,,,
ama,1907,aldridge walter h,aldridge,walter,h,,,managing director,consolidated mining smelting co.,alberta canada,,,
ama,1903,alexander clinton b,alexander,clinton,b,,,em,penn state college,,,,
ama,1904,alexander william b,alexander,william,b,,,consulting engineer metallurgist bs,university of arizona,,,,
ama,1907,alexander henry b,alexander,henry,b,,,mine manager,,calgary alberta,,,
ama,1907,alexander clinton b,alexander,clinton,b,,,mining engineer,,clearfield pennsylvania,,,
ama,1907,alexander william b,alexander,william,b,,,,,arizona tucson,,,
ama,1907,alexander george e,alexander,george,e,,,mining engineer,,denver col,,,
ama,1907,alexander henry f,alexander,henry,f,,,mine superintendent,,paradise arizona,,,
ama,1907,alexander h h,alexander,h,h,,,,american smelting refining co,colorado dept,,,
ama,1907,alexander h h,alexander,h,h,,,metallurgical engineer,,denver colorado,,,
ama,1907,alexander o w,alexander,o,w,,,mine superintendent,,cowles new mexico,,,
ama,1884,alexander curtis,alexander,curtis,,,,c e 1884,missouri school of mines,san luis potosi mexico,,,
ama,1907,alexander george,alexander,george,,,,mining engineer,,kaslo bc,,,
ama,1907,alexander curtis,alexander,curtis,,,,metallurgical engineer,missouri school of mines,san luis potosi mexico,,,
ama,1907,algert joseph f,algert,joseph,f,,,,wild mill co,,,,
ama,1907,algert joseph f,algert,joseph,f,,,chief engineer,,milling power plants,,,
ama,1907,algert joseph f,algert,joseph,f,,,mining mechanical engineer,estimates installation of mining,denver colorado,,,
ama,1907,algert joseph f,algert,joseph,f,,,specifications,estimates installation of mining,denver colorado,,,
ama,1907,algora vicente,algora,vicente,,,,mining engineer,,temascaltepec mexico,,,
ama,1907,allan thomas a,allan,thomas,a,,,mining engineer,,el oro e de mexico,,,
ama,1900,allan leigh,allan,leigh,,,,bs,mcgill university,,,,
ama,1907,allan leigh,allan,leigh,,,,mining engineer,,salt lake city utah,,,
ama,1907,allau fergus l,allau,fergus,l,,,mining engineer,mexico mines of el oro ltd,el oro e de mexico,,,
ama,1907,allau fergus l,allau,fergus,l,,,sup,mexico mines of el oro ltd,el oro e de mexico,,,
ama,1899,allen william a,allen,william,a,,,ce,,,,,
ama,1900,allen william a,allen,william,a,,,bs,,cooper union,,,
ama,1905,allen carl a,allen,carl,a,,,em,colorado schoolof mines,colorado,,,
ama,1907,allen carl a,allen,carl,a,,,mining engineer,,choix sinaloa,,,
ama,1907,allen henry a,allen,henry,a,,,consulting mechanical,,chicago,,,
ama,1907,allen henry a,allen,henry,a,,,electrical hydraulic engineer,,chicago,,,
ama,1907,allen william a,allen,william,a,,,of construction,american smelters securities co.,south san francisco california,,,
ama,1907,allen william a,allen,william,a,,,supt,american smelters securities co.,south san francisco california,,,
ama,1907,allen chester b,allen,chester,b,,,mine superintendent,,grass valley california,,,
ama,1907,allen edward c,allen,edward,c,,,mine superintendent,,beech creek oregon,,,
ama,1872,allen clarence e,allen,clarence,e,,,bs,,grand riverinst,,,
ama,1907,allen frederick e,allen,frederick,e,,,mining engineer,real delmonte co,pachuca hidalgo,,,
ama,1907,allen clarence e,allen,clarence,e,,,mgr of mines,refining mining co,salt lake city utah,,,
ama,1907,allen clarence e,allen,clarence,e,,,united states smelting,refining mining co,salt lake city utah,,,
ama,1876,allen charles f,allen,charles,f,,,bs,mit,,,,
ama,1907,allen charles f,allen,charles,f,,,mining engineer,,south duxbury mass,,,
ama,1881,allen john h,allen,john,h,,,bs,mit,,,,
ama,1905,allen roy h,allen,roy,h,,,bs,mass inst tech,,,,
ama,1907,allen roy h,allen,roy,h,,,mining engineer,,santa maria del oro durango,,,
ama,1907,allen john h,allen,john,h,,,mining engineer,,new york,,,
ama,1907,allen charles m,allen,charles,m,,,mining engineer,,lolo montana,,,
ama,1907,allen w r,allen,w,r,,,dredge superintendent,,french gulch montana,,,
ama,1907,allen walter w,allen,walter,w,,,mining engineer,,new york,,,
ama,1907,allen samuel,allen,samuel,,,,mine superintendent,,bellevue idaho,,,
ama,1907,allen theophilus,allen,theophilus,,,,mining engineer,,palo alto california,,,
ama,1907,allison george b,allison,george,b,,,gen mgr,cooke city smelters,cooke montana,,,
ama,1907,alliugham john,alliugham,john,,,,mining engineer,,guanacevi durango,,,
ama,1907,almada jesus,almada,jesus,,,,mexico,,cosala sinaloa,,,
ama,1907,almanzan juan,almanzan,juan,,,,mining engineer,,parral chihuahua,,,
ama,1907,almy william f,almy,william,f,,,mining engineer,,io state st boston,,,
ama,1907,alsdorf f c,alsdorf,f,c,,,mine superintendent,,globe arizona,,,
ama,1896,alsdorf percy r,alsdorf,percy,r,,,em,ohiostate university,,,,
ama,1907,alsdorf percy r,alsdorf,percy,r,,,mining engineer,,central city colorado,,,
ama,1907,althoff george f,althoff,george,f,,,mining engineer,,butte montana,,,
ama,1907,althouse harry w,althouse,harry,w,,,mining engineer,,pottsville pa,,,
ama,1907,alvarado pedro,alvarado,pedro,,,,mine owner,,parral chihuahua,,,
ama,1907,alvarez tiburcio,alvarez,tiburcio,,,,mining engineer,,guanajuato mexico,,,
ama,1907,alvarez y zubiria luis,alvarez y zubiria,luis,,,,mining engineer,,durango mexico,,,
ama,1907,amador manuel,amador,manuel,,,,mining engineer,,zazatecas mexico,,,
ama,1907,amberg john w,amberg,john,w,,,mgr,loretto iron co,chicago,,,
ama,1888,ambrosius carl e,ambrosius,carl,e,,,em,colorado school of mines,,,,
ama,1907,ambrosius carl e,ambrosius,carl,e,,,mining engineer,,guanacevi durango,,,
ama,1907,ambrosius julius r,ambrosius,julius,r,,,mining engineer,,morelia michoacan,,,
ama,1907,ament c w,ament,c,w,,,mine superintendent,,grants pass oregon,,,
ama,1907,ames h h,ames,h,h,,,mine superintendent,,dale california,,,
ama,1907,amezaga joaquin,amezaga,joaquin,,,,mine superintendent,,chalchihuites zacatecas,,,
ama,1907,ammon mark a,ammon,mark,a,,,,consuelo mines co.,,,,
ama,1907,ammon mark a,ammon,mark,a,,,em,consulting engineer,ocotlan oaxaca,,,
ama,1907,ammon mark a,ammon,mark,a,,,,rosario taviches syndicate ltd,,,,
ama,1907,ammon mark a,ammon,mark,a,,,,vichache mining co.,,,,
ama,1907,amsden otto b,amsden,otto,b,,,mining engineer,,colorado springs colorado,,,
ama,1889,amsden frank f,amsden,frank,f,,,em,jehigh university,,,,
ama,1907,amsden frank f,amsden,frank,f,,,metallurgical engineer,,harrisburg pennsylvania,,,
ama,1890,andersen carl,andersen,carl,,,,em,schoolof mines,copenhagen,,,
ama,1907,andersen carl,andersen,carl,,,,consulting mining metallurgical engineer geologist,southern nevada mining co.,sandy nevada,,,
ama,1907,andersen carl,andersen,carl,,,,mgr,southern nevada mining co.,sandy nevada,,,
ama,1905,anderson oscar a,anderson,oscar,a,,,bs,south dakota state school of mines,,,,
ama,1907,anderson oscar a,anderson,oscar,a,,,mining engineer,,deadwood south dakota,,,
ama,1907,anderson r b,anderson,r,b,,,mine superintendent,,pearl idaho,,,
ama,1875,anderson charles e,anderson,charles,e,,,em,school of mines,stockholm,,,
ama,1907,anderson charles e,anderson,charles,e,,,mining engineer,durant mining co.,aspen colorado,,,
ama,1907,anderson charles e,anderson,charles,e,,,supt,durant mining co.,aspen colorado,,,
ama,1907,anderson robert hay,anderson,robert,hay,,,mining engineer,instm,mexico city df,,,
ama,1907,anderson robert hay,anderson,robert,hay,,,mining engineer,instme,mexico city df,,,
ama,1907,anderson robert hay,anderson,robert,hay,,,mining engineer,m div,mexico city df,,,
ama,1907,anderson robert hay,anderson,robert,hay,,,,m london,,,,
ama,1907,anderson robert hay,anderson,robert,hay,,,mining engineer,,mexico city df,,,
ama,1907,anderson robert hay,anderson,robert,hay,,,,,england,,,
ama,1907,anderson albert j,anderson,albert,j,,,mining engineer,,petaluma california,,,
ama,1907,anderson martin l,anderson,martin,l,,,mining engineer,,telluride colorado,,,
ama,1897,anderson frank m,anderson,frank,m,,,geologist ms,university of california,,,,
ama,1907,anderson frank m,anderson,frank,m,,,,,berkeley california,,,
ama,1907,anderson a p,anderson,a,p,,,gen supt,mammoth copper mining co,kennett california,,,
ama,1907,anderson a p,anderson,a,p,,,mining engineer,mammoth copper mining co,kennett california,,,
ama,1907,anderson g s,anderson,g,s,,,mining engineer,,wallace idaho,,,
ama,1907,anderson a w,anderson,a,w,,,mine suix rintendent,,planet arizona,,,
ama,1907,anderson c w,anderson,c,w,,,mine superintendent,,central city colorado,,,
ama,1907,anderson john w,anderson,john,w,,,mining engineer,,dunlow west virginia,,,
ama,1907,anderson r wilson,anderson,r,wilson,,,metallurgical engineer,,chicago,,,
ama,1907,anderson r y,anderson,r,y,,,mining engineer,,el paso texas,,,
ama,1907,anderson edwin,anderson,edwin,,,,metallurgist,,pueblo colorado,,,
ama,1907,anderson cooper,anderson,cooper,,,,mine superintendent,,telluride colorado,,,
ama,1907,anderson thomas,anderson,thomas,,,,mine superintendent,,malheur oregon,,,
ama,1907,anderson howard,anderson,howard,,,,mining engineer,,santa eulalia chihuahua,,,
ama,1907,anderson frank,anderson,frank,,,,mining engineer,,salt lake city utah,,,
ama,1881,andresen charles a,andresen,charles,a,,,em,columbia school of mines,,,,
ama,1907,andresen charles a,andresen,charles,a,,,mining engineer,,new york,,,
ama,1903,andrew alexander g jr,andrew,alexander,g,,,em,michigan college of mines,,,,
ama,1907,andrew alexander g jr,andrew,alexander,g,,,mining engineer,,point mills michigan,,,
ama,1907,andrews john,andrews,john,,,,mine superintendent,,quicksilver california,,,
ama,1907,andrus george s,andrus,george,s,,,mine supt,,globe arizona,,,
ama,1907,angst robert a,angst,robert,a,,,mine superintendent,,hibbing minnesota,,,
ama,1907,annear j b,annear,j,b,,,mine superintendent,,wall street colorado,,,
ama,1907,antillon manuel,antillon,manuel,,,,mining engineer,,guanajuato mexico,,,
ama,1907,antisell toner 811 idaho st,antisell,toner,,,,mining engineer,,boise idaho,,,
ama,1907,antz eugene homestead,antz,eugene,homestead,,,metallurgical engineer,,oregon,,,
ama,1903,aplington henry w,aplington,henry,w,,,em,columbia school of mines,,,,
ama,1907,aplington henry w,aplington,henry,w,,,mining engineer,,new york,,,
ama,1907,appel harrison,appel,harrison,,,,dredge superintendent,,oroville california,,,
ama,1886,appleby william r,appleby,william,r,,,ba,williams college,,,,
ama,1907,appleby william r,appleby,william,r,,,professor ofmetallurgy,univ of minnesota,s e minneapolis minnesota,,,
ama,1907,appleby william r,appleby,william,r,,,school of mines,univ of minnesota,s e minneapolis minnesota,,,
ama,1907,araiza felix,araiza,felix,,,,mine superintendent,,etzatlan jalisco,,,
ama,1907,aranda manuel c,aranda,manuel,c,,,mining engineer,,guanajuato mexico,,,
ama,1907,archbald james 424 jefferson ave,archbald,james,,,,mining engineer,,scranton pa,,,
ama,1907,archibald charles halifax,archibald,charles,halifax,,,mining engineer,,ns canada,,,
ama,1907,archibald munroe,archibald,munroe,,,,mining engineer,,truro ns,,,
ama,1907,arellano salvador box 45,arellano,salvador,,,,mining engineer,,chihuahua mexico,,,
ama,1907,arents albert 561 railroad ave,arents,albert,,,,gradu,,alameda cal,,,
ama,1907,arents albert 561 railroad ave,arents,albert,,,,mining engineer,,alameda cal,,,
ama,1898,arents c albert,arents,c,albert,,,bs,universitv of california,,,,
ama,1907,arents c albert,arents,c,albert,,,mining engineer,,alameda california,,,
ama,1907,areus waldemar,areus,waldemar,,,,mine manager,,leadville colorado,,,
ama,1907,argall philip 730 majestic bdg,argall,philip,,,,metallurgical engineer,,denver colorado,,,
ama,1907,argall george o,argall,george,o,,,mine superintendent,,leadville colorado,,,
ama,1907,argall joseph,argall,joseph,,,,mining engineer,,kamloops bc,,,
ama,1907,arias francisco,arias,francisco,,,,mine superintendent,,mineral del chico hidalgo,,,
ama,1907,arkell james,arkell,james,,,,mine superintendent,,sombrerete zacatecas,,,
ama,1907,armitage,armitage,,,,,mine superintendent,,arizona e dragoon,,,
ama,1907,armstead henry h jr,armstead,henry,h,,,,canadian m inst,,,,
ama,1907,armstead henry h jr,armstead,henry,h,,,,columbia school of mines,,,,
ama,1907,armstead henry h jr,armstead,henry,h,,,consulting engineer,silver fissure mining co.,dillon montana,,,
ama,1907,armstead henry h jr,armstead,henry,h,,,vice pres gen mgr,silver fissure mining co.,dillon montana,,,
ama,1882,armstrong frank c,armstrong,frank,c,,,ce,missouri state university,national state bank bdg,,,
ama,1899,armstrong frank c,armstrong,frank,c,,,post graduatecourse,colorado school of mines,national state bank bdg,,,
ama,1907,armstrong frank c,armstrong,frank,c,,,civil mining engineer,,boulder colorado,,,
ama,1907,armstrong e f,armstrong,e,f,,,mining engineer,,santa eulalia chihuahua,,,
ama,1907,armstrong harley j,armstrong,harley,j,,,assayer chemist,,bourne oregon,,,
ama,1907,armstrong l k,armstrong,l,k,,,,m dev,,,,
ama,1907,armstrong l k,armstrong,l,k,,,,multnomah m,spokane washington,,,
ama,1907,armstrong l k,armstrong,l,k,,,cons eng,qs gold m s co,spokane washington,,,
ama,1907,armstrong l k,armstrong,l,k,,,mining engineer,qs gold m s co,spokane washington,,,
ama,1901,armstrong homer,armstrong,homer,,,,em,columbia school of mines,,,,
ama,1907,armstrong thomas,armstrong,thomas,,,,metallurgist,,phoenix arizona,,,
ama,1907,armstrong homer,armstrong,homer,,,,mining engineer,,mapimi durango,,,
ama,1900,arnett w d,arnett,w,d,,,bs,univ of colorado,,,,
ama,1907,arnett w d,arnett,w,d,,,mining engineer,,reno nevada,,,
ama,1901,arnold george a bisbec,arnold,george,a,,,em,michigan college of mines,bisbec arizona,,,
ama,1907,arnold george a bisbec,arnold,george,a,,,mining engineer,,bisbec arizona,,,
ama,1907,arnold j e,arnold,j,e,,,mining engineer,,chacala durango,,,
ama,1903,arnold leo f,arnold,leo,f,,,em,michigan college of mines,,,,
ama,1907,arnold leo f,arnold,leo,f,,,mining engineer metallurgist,cia minera la quimica,sultepee e de mexico,,,
ama,1905,arnold thomas h,arnold,thomas,h,,,e e,penn state college,,,,
ama,1907,arnold thomas h,arnold,thomas,h,,,mining engineer,,paulson bc,,,
ama,1907,arnold ralph r,arnold,ralph,r,,,mining engineer,,cripple creek colorado,,,
ama,1907,arredondo cruz,arredondo,cruz,,,,mine superintendent,,guanajuato mexico,,,
ama,1907,arreola vineente h,arreola,vineente,h,,,mining engineer,,chihuahua mexico,,,
ama,1907,arrufat jose,arrufat,jose,,,,mine superintendent,,jiminez chihuahua,,,
ama,1895,arthur edward p jr,arthur,edward,p,,,em,colorado school of mines,,,,
ama,1907,arthur edward p jr,arthur,edward,p,,,mining engineer,,cripple creek colorado,,,
ama,1907,arthur james,arthur,james,,,,mining engineer,,wharton new jersey,,,
ama,1907,arthur john,arthur,john,,,,mining engineer,,cableville oregon,,,
ama,1907,arthur james,arthur,james,,,,,,south africa australia,,,
ama,1907,arthur james,arthur,james,,,,mining engineer,extensive practical experience embracing the comsttck,oregon,,,
ama,1907,arthur james,arthur,james,,,,owner gen mgr,extensive practical experience embracing the comsttck,oregon,,,
ama,1907,ashion w c,ashion,w,c,,,mining engineer,,red mountain colorado,,,
ama,1894,ashley george h,ashley,george,h,,,dc geologistphd,stanford university,dc,,,
ama,1907,ashley george h,ashley,george,h,,,,us geological survev,washington,,,
ama,1907,ashley e j,ashley,e,j,,,mine superintendent,,ouray colorado,,,
ama,1907,ashton frank,ashton,frank,,,,mining engineer,state royal school of mines,alameda california,,,
ama,1907,ashton dockery,ashton,dockery,,,,mining engineers,,helena montana,,,
ama,1894,atkins horace h,atkins,horace,h,,,em,colorado school of mines,,,,
ama,1907,atkins horace h,atkins,horace,h,,,mining engineer,,mayer arizona,,,
ama,1907,atkinson i b,atkinson,i,b,,,mining engineer,,victoria bc canada,,,
ama,1896,atkinson walter j,atkinson,walter,j,,,em,colorado school of mines,,,,
ama,1907,atkinson walter j,atkinson,walter,j,,,mining engineer,,winnepeg manitoba,,,
ama,1907,atkinson t w,atkinson,t,w,,,mine superintendent,,randsburg california,,,
ama,1907,atwater richard m jr,atwater,richard,m,,,e met,imperial inst tech,charlottenburg berlin,,,
ama,1907,atwater richard m jr,atwater,richard,m,,,,,germany,,,
ama,1901,atwater maxwell w,atwater,maxwell,w,,,em,colorado schoolof mines,colorado,,,
ama,1907,atwater maxwell w,atwater,maxwell,w,,,mining engineer,,helena montana,,,
ama,1907,aubert juan,aubert,juan,,,,mining engineer,,temascaltepec mexico,,,
ama,1907,aubury lewis e,aubury,lewis,e,,,consulting engineer,california state mineralogist,san francisco california,,,
ama,1904,auderson axel jvgalena,auderson,axel,jvgalena,,,em,colorado school of mines,,,,
ama,1907,auderson axel jvgalena,auderson,axel,jvgalena,,,mining engineer,,illinois,,,
ama,1901,auer charles i,auer,charles,i,,,bs,mit,,,,
ama,1907,auer charles i,auer,charles,i,,,mining engineer,,pedricena durango,,,
ama,1907,auerbach herbert s,auerbach,herbert,s,,,mining engineer,,murray idaho,,,
ama,1907,aurand ambrose j,aurand,ambrose,j,,,mining engineer,bullionking gold mining co,silverton colorado,,,
ama,1907,aurand ambrose j,aurand,ambrose,j,,,supt,bullionking gold mining co,silverton colorado,,,
ama,1872,austen peter t,austen,peter,t,,,phb,columbia college university,,,,
ama,1876,austen peter t,austen,peter,t,,,phd,acs,,,,
ama,1876,austen peter t,austen,peter,t,,,phd,univ ofzurich,,,,
ama,1907,austen peter t,austen,peter,t,,,,consulting chemist chemical expert,new york,,,
ama,1907,austin j b,austin,j,b,,,mining engineer,,santa barbara california,,,
ama,1907,austin h c,austin,h,c,,,mine superintendent,,whitlock california,,,
ama,1907,austin j f,austin,j,f,,,metallurgical engineer,american smelting refining co,monterrey nl,,,
ama,1907,austin w lawrence,austin,w,lawrence,,,mining engineer,,brooklyn new york,,,
ama,1907,austin bc quartz,austin,bc,quartz,,,mine superintendent,,california,,,
ama,1868,austin leonard s,austin,leonard,s,,,phb,yale university,,,,
ama,1907,austin leonard s,austin,leonard,s,,,metallurgist,michigan college of mines,houghton michigan,,,
ama,1907,austin leonard s,austin,leonard,s,,,professor of metallurgy,michigan college of mines,houghton michigan,,,
